,name,company,year,mileage,kms_driven,fuel_type,Price
4538,Maruti Alto K10 VXI,Maruti,2017,24.07,5500,Petrol,425000.0
4539,Maruti Ritz ZXI,Maruti,2016,21.1,40052,Petrol,617000.0
4540,Audi Q5 30 TDI,Audi,2016,14.16,47293,Diesel,3872000.0
4543,Honda City i DTEC,Honda,2014,26.0,45000,Diesel,475000.0
4548,Hyundai Creta 1.6 SX,Hyundai,2017,13.0,25000,Petrol,1275000.0
4550,Mercedes-Benz New C-Class C,Mercedes-Benz,2013,14.84,25000,Diesel,2100000.0
4551,Maruti Swift Dzire VDI,Maruti,2017,26.59,22000,Diesel,795000.0
4552,Maruti Celerio ZXI,Maruti,2015,23.1,47020,Petrol,450000.0
4553,BMW 3 Series 320d,BMW,2017,19.59,8000,Diesel,3375000.0
4555,Honda Jazz V,Honda,2017,18.2,36973,Petrol,680000.0
4556,Tata Nano Cx BSIV,Tata,2014,25.4,42083,Petrol,168000.0
4558,Maruti Wagon R VXI,Maruti,2014,22.5,43628,Petrol,316000.0
4561,Jaguar XF 2.2 Litre,Jaguar,2015,16.36,27001,Diesel,2652000.0
4565,Maruti Vitara Brezza ZDi,Maruti,2018,24.3,3300,Diesel,1150000.0
4566,Maruti Alto K10 LXI,Maruti,2016,24.07,35027,Petrol,300000.0
4567,Hyundai EON Magna Plus,Hyundai,2015,21.1,26568,Petrol,379000.0
4577,Hyundai i20 1.2 Magna,Hyundai,2011,18.5,36000,Petrol,250000.0
4578,Hyundai i10 Sportz 1.1L,Hyundai,2015,19.81,24350,Petrol,300000.0
4579,Tata Tigor 1.05 Revotorq,Tata,2018,24.7,28973,Diesel,664000.0
4580,Hyundai EON Era,Hyundai,2017,21.1,8243,Petrol,321000.0
4584,Honda City i-VTEC S,Honda,2010,17.4,48689,Petrol,387000.0
4585,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,45000,Diesel,975000.0
4586,Audi A4 35 TDI,Audi,2019,17.11,38163,Diesel,3290999.9999999995
4587,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2011,14.21,43800,Diesel,1675000.0
4589,Hyundai i20 Magna 1.2,Hyundai,2017,18.6,14064,Petrol,659000.0
4590,Audi Q3 35 TDI,Audi,2017,15.73,42366,Diesel,3193000.0
4593,Maruti Swift VDI BSIV,Maruti,2015,25.2,45000,Diesel,355000.0
4596,BMW X1 sDrive 20d,BMW,2019,20.68,15456,Diesel,3664000.0
4598,Maruti Eeco 5 STR,Maruti,2019,15.1,21112,CNG,538000.0
4608,Ford Figo Aspire 1.2,Ford,2016,18.16,18000,Petrol,490000.00000000006
4610,Mercedes-Benz New C-Class C,Mercedes-Benz,2016,11.78,34000,Diesel,2550000.0
4611,Hyundai Grand i10 AT,Hyundai,2015,18.9,46000,Petrol,509999.99999999994
4612,Hyundai Verna 1.6 SX,Hyundai,2013,22.32,48158,Diesel,670000.0
4617,Audi A4 2.0 TDI,Audi,2015,16.55,13000,Diesel,2300000.0
4628,Renault KWID 1.0 RXT,Renault,2016,21.7,26000,Petrol,300000.0
4629,Tata Indica Vista Quadrajet,Tata,2012,22.3,27000,Diesel,350000.0
4630,Hyundai i20 Active 1.4,Hyundai,2018,21.19,37746,Diesel,759000.0
4632,Renault KWID RXT,Renault,2016,25.17,25000,Petrol,380000.0
4634,Hyundai EON D Lite,Hyundai,2013,21.1,45010,Petrol,295000.0
4638,Toyota Fortuner 4x2 AT,Toyota,2015,12.55,36000,Diesel,2200000.0
4639,Honda Amaze E i-Vtech,Honda,2017,18.0,37578,Petrol,614000.0
4640,BMW 1 Series 118d,BMW,2015,20.58,46001,Diesel,1600000.0
4641,Maruti Celerio VXI AT,Maruti,2014,23.1,46559,Petrol,375000.0
4642,Toyota Innova 2.5 GX,Toyota,2015,12.99,48000,Diesel,1175000.0
4643,Jaguar XF 2.2 Litre,Jaguar,2013,16.36,46000,Diesel,2400000.0
4644,Honda WRV i-VTEC VX,Honda,2017,17.5,15000,Petrol,890000.0
4646,Skoda Rapid 1.6 MPI,Skoda,2014,14.3,32000,Petrol,555000.0
4648,Ford EcoSport 1.5 TDCi,Ford,2019,22.77,35188,Diesel,1113000.0
4654,Honda City i VTEC,Honda,2016,17.8,42000,Petrol,925000.0
4655,Hyundai Santa Fe 2WD,Hyundai,2014,13.01,48000,Diesel,1625000.0
4656,Mercedes-Benz GLA Class 200,Mercedes-Benz,2015,17.9,35000,Diesel,2099000.0
4661,Maruti Ertiga VXI,Maruti,2012,16.02,25000,Petrol,535000.0
4662,Hyundai Grand i10 AT,Hyundai,2016,18.9,36139,Petrol,630000.0
4663,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,44000,Diesel,1250000.0
4664,Audi A6 3.0 TDI,Audi,2008,16.77,50000,Diesel,750000.0
4666,Ford EcoSport 1.5 Ti,Ford,2016,16.05,26000,Petrol,765000.0
4671,Audi A4 35 TDI,Audi,2015,17.11,30000,Diesel,2700000.0
4672,Hyundai i20 Sportz 1.4,Hyundai,2012,21.9,49700,Diesel,418000.0
4676,Maruti Alto LXi BSII,Maruti,2011,19.7,28619,Petrol,240000.0
4677,Maruti Wagon R AMT,Maruti,2016,20.51,9000,Petrol,425000.0
4678,Hyundai Verna 1.6 CRDi,Hyundai,2016,19.08,42876,Diesel,931000.0
4680,Volkswagen Vento 1.6 Comfortline,Volkswagen,2018,16.09,20488,Petrol,764000.0
4681,Maruti Baleno Zeta 1.2,Maruti,2016,21.4,21000,Petrol,621000.0
4685,Honda City V AT,Honda,2015,15.6,32000,Petrol,850000.0
4687,Honda City i-VTEC S,Honda,2015,17.4,10400,Petrol,651000.0
4688,Maruti Swift VDI,Maruti,2013,22.9,35000,Diesel,465000.00000000006
4692,Fiat Punto 1.2 Dynamic,Fiat,2017,15.7,17941,Petrol,393000.0
4694,Jaguar XF Aero Sport,Jaguar,2012,16.36,16000,Diesel,3200000.0
4697,Hyundai Elite i20 Petrol,Hyundai,2018,18.6,14223,Petrol,732000.0
4698,Honda Amaze S i-Vtech,Honda,2014,18.0,41210,Petrol,440000.00000000006
4700,Maruti Alto 800 VXI,Maruti,2016,22.74,18043,Petrol,412000.0
4702,Hyundai Grand i10 AT,Hyundai,2016,18.9,21000,Petrol,620000.0
4703,BMW X3 xDrive30d M,BMW,2016,16.55,49000,Diesel,4500000.0
4706,Hyundai Grand i10 AT,Hyundai,2015,18.9,32000,Petrol,480000.0
4712,Hyundai Xcent 1.2 Kappa,Hyundai,2015,19.1,23000,Petrol,490000.00000000006
4716,Maruti Alto 800 LXI,Maruti,2013,22.74,30000,Petrol,250000.0
4717,Mercedes-Benz SL-Class SL 500,Mercedes-Benz,2010,8.1,35000,Petrol,2950000.0
4719,Hyundai Xcent 1.2 VTVT,Hyundai,2018,20.14,40000,Petrol,500000.0
4721,Audi Q3 2012-2015 35,Audi,2016,15.73,42000,Diesel,2350000.0
4723,Hyundai Verna VTVT 1.6,Hyundai,2019,17.0,12336,Petrol,1188000.0
4726,Nissan Micra Active XV,Nissan,2018,19.69,24000,Petrol,400000.0
4727,Honda Brio VX AT,Honda,2016,16.5,32198,Petrol,509999.99999999994
4731,Hyundai Xcent 1.2 Kappa,Hyundai,2015,16.9,41000,Petrol,545000.0
4732,Ford Endeavour 2.2 Trend,Ford,2017,13.5,38681,Diesel,2386000.0
4733,Chevrolet Spark 1.0 LT,Chevrolet,2008,18.0,43761,Petrol,175000.0
4734,Maruti Ertiga SHVS VDI,Maruti,2017,24.52,17400,Diesel,975000.0
4737,Mini Cooper Countryman D,Mini,2014,23.8,35165,Diesel,2200000.0
4738,Toyota Corolla Altis 2008-2013,Toyota,2016,14.53,41617,Petrol,1414000.0
4739,Hyundai Santro Xing XL,Hyundai,2005,17.0,45000,Petrol,95000.0
4742,Hyundai i10 Era 1.1,Hyundai,2013,19.81,49000,Petrol,275000.0
4743,Tata Tiago 1.2 Revotron,Tata,2019,23.84,16698,Petrol,585000.0
4744,Maruti Baleno Zeta 1.2,Maruti,2016,21.4,30965,Petrol,625000.0
4746,Hyundai Grand i10 1.2,Hyundai,2017,18.9,15356,Petrol,475000.0
4748,Honda Civic 2010-2013 1.8,Honda,2011,13.9,47000,Petrol,450000.0
4749,Maruti Alto 800 LXI,Maruti,2015,22.74,21652,Petrol,301000.0
4751,Audi A6 2.7 TDI,Audi,2010,12.4,35010,Diesel,1150000.0
4755,Maruti Ciaz 1.3 Alpha,Maruti,2018,28.09,39023,Diesel,948000.0
4758,Maruti Ciaz VDi Plus,Maruti,2015,28.09,34400,Diesel,550000.0
4763,Volkswagen Polo Petrol Trendline,Volkswagen,2016,16.47,36733,Petrol,472000.0
4764,Maruti Alto 800 2016-2019,Maruti,2017,33.44,24310,CNG,370000.0
4765,Mercedes-Benz GLA Class 200,Mercedes-Benz,2016,17.9,43022,Diesel,2485000.0
4767,Maruti Swift VDI,Maruti,2014,22.9,47000,Diesel,390000.0
4768,Hyundai Elite i20 Sportz,Hyundai,2017,18.6,37460,Petrol,628000.0
4770,Hyundai Grand i10 Asta,Hyundai,2017,18.9,31576,Petrol,785000.0
4773,Mercedes-Benz S-Class S 350,Mercedes-Benz,2011,13.5,47140,Diesel,3000000.0
4774,Mercedes-Benz B Class B200,Mercedes-Benz,2016,15.0,36610,Diesel,1989999.9999999998
4777,Audi A3 35 TDI,Audi,2016,20.38,20003,Diesel,1925000.0
4780,Hyundai Creta 1.6 SX,Hyundai,2015,19.67,29000,Diesel,1300000.0
4781,Ford Figo Diesel ZXI,Ford,2011,20.0,30000,Diesel,320000.0
4783,Volvo V40 D3 R,Volvo,2015,16.8,38000,Diesel,2400000.0
4784,Hyundai Verna SX CRDi,Hyundai,2012,19.08,41000,Diesel,625000.0
4789,Maruti Vitara Brezza VDi,Maruti,2018,24.3,11000,Diesel,940000.0
4790,BMW 3 Series Luxury,BMW,2018,21.76,21936,Diesel,3792000.0
4791,Volkswagen Vento Petrol Highline,Volkswagen,2013,14.4,41000,Petrol,525000.0
4792,Hyundai i20 1.2 Asta,Hyundai,2011,17.0,47000,Petrol,450000.0
4794,Hyundai Xcent 1.2 Kappa,Hyundai,2015,19.1,45960,Petrol,556000.0
4795,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2013,14.21,48000,Diesel,2200000.0
4797,Hyundai i10 Magna,Hyundai,2011,20.36,41000,Petrol,265000.0
4800,Mahindra XUV500 W8 2WD,Mahindra,2012,15.1,47629,Diesel,650000.0
4805,Mercedes-Benz GLA Class 200,Mercedes-Benz,2016,13.7,28000,Petrol,2600000.0
4806,Mahindra Thar CRDe,Mahindra,2017,16.55,28599,Diesel,966000.0
4807,Renault Duster 110PS Diesel,Renault,2013,19.01,45348,Diesel,685000.0
4811,BMW 5 Series 2003-2012,BMW,2006,11.62,48000,Petrol,699000.0
4812,Hyundai Elantra CRDi SX,Hyundai,2019,22.7,41871,Diesel,1557000.0
4814,Datsun redi-GO T,Datsun,2016,22.7,15000,Petrol,225000.0
4816,BMW 6 Series 630i,BMW,2011,7.94,5900,Petrol,4750000.0
4819,Datsun GO Plus A,Datsun,2016,20.62,35000,Petrol,310000.0
4820,Hyundai Creta 1.6 VTVT,Hyundai,2016,15.29,40000,Petrol,1150000.0
4821,Maruti Alto K10 VXI,Maruti,2015,24.07,23876,Petrol,346000.0
4826,Maruti Swift VDI,Maruti,2014,22.9,25000,Diesel,395000.0
4832,Hyundai EON Sportz,Hyundai,2017,21.1,46897,Petrol,361000.0
4833,Honda Brio S MT,Honda,2015,19.4,36695,Petrol,429000.0
4834,Nissan Micra XV Primo,Nissan,2011,18.06,43000,Petrol,213000.0
4837,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.47,7000,Petrol,535000.0
4839,Maruti Wagon R VXI,Maruti,2014,21.5,37000,Petrol,280000.0
4840,Maruti Ciaz ZDi Plus,Maruti,2016,26.21,29000,Diesel,875000.0
4842,Honda Brio S MT,Honda,2013,19.4,32807,Petrol,275000.0
4846,Chevrolet Spark 1.0 LT,Chevrolet,2011,18.0,29000,Petrol,175000.0
4848,Maruti Swift VXI BSIV,Maruti,2015,20.4,36100,Petrol,450000.0
4849,Mercedes-Benz New C-Class C,Mercedes-Benz,2015,19.27,16329,Diesel,3030000.0
4850,Skoda Octavia Elegance 2.0,Skoda,2014,19.3,36000,Diesel,1600000.0
4851,BMW X3 xDrive20d xLine,BMW,2017,18.56,41816,Diesel,3278000.0
4853,Audi A4 35 TDI,Audi,2017,18.25,14000,Diesel,4300000.0
4854,Ford Figo 2015-2019 1.2P,Ford,2017,18.16,23977,Petrol,538000.0
4855,Maruti Alto K10 2010-2014,Maruti,2013,20.92,30131,Petrol,265000.0
4856,Maruti Alto 800 2016-2019,Maruti,2017,24.7,2530,Petrol,330000.0
4857,Mercedes-Benz New C-Class C,Mercedes-Benz,2015,19.27,39000,Diesel,3400000.0
4859,Hyundai Xcent 1.1 CRDi,Hyundai,2017,24.4,32257,Diesel,683000.0
4860,Honda Amaze S i-Dtech,Honda,2016,25.8,46983,Diesel,577000.0
4862,Volkswagen Polo 1.2 MPI,Volkswagen,2017,16.2,19000,Petrol,495000.0
4867,Tata Indica V2 DLX,Tata,2008,17.2,50000,Diesel,85000.0
4868,Maruti Baleno Alpha,Maruti,2016,21.4,16000,Petrol,695000.0
4871,Hyundai i20 Sportz Option,Hyundai,2015,18.6,36000,Petrol,495000.0
4872,Tata Nexon 1.2 Revotron,Tata,2018,17.0,17477,Petrol,961999.9999999999
4873,Hyundai i20 Sportz 1.2,Hyundai,2016,18.6,16725,Petrol,679000.0
4874,Maruti Swift Dzire ZXI,Maruti,2014,19.1,48241,Petrol,450000.0
4878,Hyundai i10 Sportz,Hyundai,2014,20.36,31446,Petrol,466000.0
4879,Hyundai Grand i10 Asta,Hyundai,2015,18.9,25000,Petrol,550000.0
4883,Honda Amaze S i-Dtech,Honda,2016,25.8,47471,Diesel,525000.0
4884,Mercedes-Benz M-Class ML 250,Mercedes-Benz,2014,15.26,50000,Diesel,4500000.0
4889,Maruti Baleno Alpha Diesel,Maruti,2017,27.39,24000,Diesel,840000.0
4892,Ford Figo Diesel Titanium,Ford,2014,20.0,33000,Diesel,325000.0
4893,Maruti Celerio VXI AT,Maruti,2016,23.1,36789,Petrol,425000.0
4894,Mercedes-Benz New C-Class C,Mercedes-Benz,2014,14.84,41000,Diesel,1850000.0
4896,Honda Brio S MT,Honda,2015,19.4,46650,Petrol,425000.0
4897,Maruti Baleno Alpha CVT,Maruti,2018,21.4,3000,Petrol,885000.0
4898,Hyundai EON Sportz,Hyundai,2014,21.1,14799,Petrol,413999.99999999994
4900,Ford Endeavour 3.2 Titanium,Ford,2018,10.91,15000,Diesel,3300000.0
4901,Honda City i-VTEC VX,Honda,2017,17.4,29000,Petrol,1000000.0
4908,Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,2017,17.9,24000,Diesel,4695000.0
4911,Mahindra TUV 300 2015-2019,Mahindra,2017,18.49,22251,Diesel,875000.0
4913,Hyundai Verna 1.6 SX,Hyundai,2017,17.1,19387,Petrol,842000.0
4915,Hyundai i20 Sportz 1.2,Hyundai,2016,18.6,24001,Petrol,575000.0
4916,Audi A4 New 2.0,Audi,2008,15.2,17000,Diesel,975000.0
4917,Nissan Micra Active XV,Nissan,2015,19.49,28500,Petrol,350000.0
4919,Land Rover Discovery Sport,Land,2017,12.83,22000,Diesel,3500000.0
4920,Hyundai Creta 1.6 SX,Hyundai,2018,15.8,44383,Petrol,1325000.0
4921,Skoda Rapid 1.6 TDI,Skoda,2013,20.5,45000,Diesel,365000.0
4928,Maruti Dzire AMT VDI,Maruti,2018,28.4,25082,Diesel,836999.9999999999
4930,Audi A6 2011-2015 35,Audi,2015,17.68,50000,Diesel,3600000.0
4936,Audi A4 35 TDI,Audi,2014,18.25,28469,Diesel,2437000.0
4937,Skoda Rapid 1.6 MPI,Skoda,2018,14.3,21488,Petrol,972000.0000000001
4945,Hyundai i10 Sportz,Hyundai,2009,20.36,48000,Petrol,211000.0
4946,Fiat Punto 1.4 Emotion,Fiat,2010,14.6,47000,Petrol,149000.0
4950,Mercedes-Benz New C-Class C,Mercedes-Benz,2017,19.27,26493,Diesel,3364000.0
4952,Maruti Alto 800 VXI,Maruti,2014,22.74,45700,Petrol,242000.0
4953,Skoda Superb 2.8 V6,Skoda,2005,9.3,13000,Petrol,325000.0
4954,Volkswagen Polo Petrol Comfortline,Volkswagen,2013,16.47,38000,Petrol,280000.0
4955,Maruti Dzire AMT ZXI,Maruti,2019,22.0,8018,Petrol,830000.0000000001
4961,Honda Brio S Option,Honda,2012,18.4,25000,Petrol,275000.0
4962,Tata Tiago AMT 1.2,Tata,2018,23.84,2000,Petrol,500000.0
4963,Mahindra Scorpio SLE BSIV,Mahindra,2014,12.05,45239,Diesel,709000.0
4966,Honda City i VTEC,Honda,2016,18.0,25000,Petrol,944999.9999999999
4968,Maruti Swift Dzire VDI,Maruti,2015,26.59,36000,Diesel,470000.0
4969,Maruti Ciaz ZXi,Maruti,2016,20.73,41810,Petrol,711000.0
4972,Honda Amaze V CVT,Honda,2019,19.0,25717,Petrol,886000.0
4973,Mahindra XUV500 W6 2WD,Mahindra,2015,15.1,37000,Diesel,930000.0000000001
4975,Honda Jazz VX,Honda,2017,18.2,8000,Petrol,790000.0
4976,Maruti Swift VXI BSIII,Maruti,2018,16.1,14589,Petrol,565000.0
4978,Hyundai Creta 1.6 SX,Hyundai,2019,20.5,24864,Diesel,1627000.0
4980,Honda Amaze VX i-DTEC,Honda,2013,25.8,38001,Diesel,390000.0
4982,BMW 5 Series 530d,BMW,2016,18.59,27000,Diesel,4800000.0
4983,Audi A3 35 TDI,Audi,2016,20.38,39000,Diesel,1889999.9999999998
4985,Maruti Swift Dzire VDI,Maruti,2015,26.59,43000,Diesel,550000.0
4987,BMW X3 xDrive20d,BMW,2016,16.09,45165,Diesel,4175000.0
4992,Honda Jazz S,Honda,2010,16.0,45000,Petrol,200000.0
4994,Nissan Terrano XV Premium,Nissan,2014,19.01,40206,Diesel,722000.0
4995,BMW X3 xDrive 20d,BMW,2017,18.56,36723,Diesel,3257000.0
4997,Maruti Eeco 5 STR,Maruti,2018,15.1,43912,CNG,433000.0
5003,Volkswagen Ameo 1.2 MPI,Volkswagen,2016,17.0,16650,Petrol,550000.0
5004,Honda City i VTEC,Honda,2018,18.0,34696,Petrol,1208000.0
5005,Maruti Baleno Alpha 1.3,Maruti,2018,27.39,42243,Diesel,748000.0
5011,Honda Jazz VX Diesel,Honda,2017,27.3,17151,Diesel,840000.0
5012,Maruti Vitara Brezza LDi,Maruti,2016,24.3,31001,Diesel,725000.0
5013,Maruti Swift Dzire VDI,Maruti,2014,23.4,42109,Diesel,425000.0
5016,Maruti Alto 800 LXI,Maruti,2013,22.74,30852,Petrol,249000.00000000003
5020,Audi A4 2.0 TDI,Audi,2014,17.11,29000,Diesel,2600000.0
5021,Honda City i VTEC,Honda,2015,17.8,32000,Petrol,550000.0
5022,Ford Figo Aspire 1.2,Ford,2016,18.16,29875,Petrol,484999.99999999994
5023,Maruti Vitara Brezza LDi,Maruti,2018,24.3,32539,Diesel,839000.0
5027,Honda City ZX GXi,Honda,2006,17.7,44000,Petrol,155000.0
5030,Hyundai i10 Sportz 1.2,Hyundai,2015,20.36,18000,Petrol,285000.0
5034,Maruti Swift Dzire ZDI,Maruti,2017,26.59,14000,Diesel,750000.0
5035,Audi A4 2.0 TDI,Audi,2015,17.11,44811,Diesel,2581000.0
5036,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.47,44000,Petrol,430000.0
5042,Jeep Compass 2.0 Sport,Jeep,2017,17.1,27000,Diesel,1500000.0
5043,Tata Nano Twist XT,Tata,2014,25.4,18050,Petrol,100000.0
5045,Maruti Celerio ZDi,Maruti,2015,27.62,42000,Diesel,360000.0
5047,Maruti Celerio ZDi,Maruti,2015,27.62,42150,Diesel,360000.0
5048,Hyundai EON Era Plus,Hyundai,2015,21.1,30158,Petrol,305000.0
5049,Ford Fiesta Diesel Trend,Ford,2011,23.5,47000,Diesel,600000.0
5050,Volkswagen Polo 1.2 MPI,Volkswagen,2013,16.47,39000,Petrol,375000.0
5051,Volkswagen Polo 1.2 MPI,Volkswagen,2016,16.2,32125,Petrol,617000.0
5055,Maruti Celerio LXI MT,Maruti,2018,23.1,30000,Petrol,375000.0
5056,Hyundai Creta 1.6 SX,Hyundai,2016,13.0,28000,Petrol,1185000.0
5057,Ford Ecosport 1.5 DV5,Ford,2016,22.7,31826,Diesel,824000.0
5063,Hyundai i10 Magna AT,Hyundai,2010,19.2,30566,Petrol,332000.0
5067,Hyundai Sonata 2.4 GDI,Hyundai,2013,11.7,45000,Petrol,790000.0
5068,Mercedes-Benz New C-Class C,Mercedes-Benz,2007,11.74,43627,Petrol,2900000.0
5069,Volkswagen Polo Diesel Trendline,Volkswagen,2013,22.07,45000,Diesel,325000.0
5070,Honda City i VTEC,Honda,2014,17.4,10500,Petrol,590000.0
5071,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,21789,Diesel,988000.0000000001
5072,Hyundai Elite i20 Asta,Hyundai,2019,18.6,21134,Petrol,877999.9999999999
5075,BMW 3 Series 330,BMW,2011,10.9,31000,Petrol,3100000.0
5078,Maruti Swift Dzire VDi,Maruti,2009,19.3,34000,Diesel,219000.0
5080,Maruti Alto K10 VXI,Maruti,2014,24.07,17000,Petrol,210000.0
5082,Mercedes-Benz New C-Class 220,Mercedes-Benz,2012,14.84,22000,Diesel,1400000.0
5087,Mercedes-Benz GLC 220d Celebration,Mercedes-Benz,2017,17.9,26192,Diesel,4047000.0
5089,Audi Q5 2008-2012 2.0,Audi,2014,12.8,44999,Diesel,2500000.0
5091,Maruti Alto 800 2016-2019,Maruti,2016,24.7,35000,Petrol,265000.0
5095,Maruti Wagon R VXI,Maruti,2019,22.5,31817,Petrol,534000.0
5096,Skoda Rapid 1.5 TDI,Skoda,2016,21.14,41000,Diesel,850000.0
5100,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,17.9,50000,Diesel,4900000.0
5103,Hyundai Elite i20 Petrol,Hyundai,2015,18.6,28133,Petrol,560000.0
5104,Tata Zest Quadrajet 1.3,Tata,2017,22.95,45000,Diesel,375000.0
5107,Fiat Linea Emotion,Fiat,2011,16.0,48000,Petrol,300000.0
5113,Honda City V MT,Honda,2012,16.8,41000,Petrol,450000.0
5116,Hyundai Grand i10 Magna,Hyundai,2014,18.9,31200,Petrol,390000.0
5119,Hyundai EON Magna Plus,Hyundai,2012,21.1,45000,Petrol,250000.0
5120,Nissan Micra XV CVT,Nissan,2011,19.15,44000,Petrol,265000.0
5121,Honda Jazz 1.2 V,Honda,2016,19.0,30534,Petrol,742000.0
5122,Volkswagen Polo 1.2 MPI,Volkswagen,2016,16.47,46399,Petrol,463000.0
5123,Maruti Alto LXi,Maruti,2008,19.7,42000,Petrol,109000.00000000001
5126,Tata Zest Revotron 1.2,Tata,2015,17.57,27000,Petrol,527000.0
5127,Honda Brio S Option,Honda,2012,18.4,39566,Petrol,275000.0
5128,Honda Jazz VX Diesel,Honda,2016,27.3,14980,Diesel,740000.0
5129,Maruti Alto K10 VXI,Maruti,2017,24.07,18491,Petrol,390000.0
5133,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2014,14.21,42000,Diesel,2495000.0
5134,Chevrolet Enjoy Petrol LS,Chevrolet,2015,13.7,25648,Petrol,429000.0
5136,Mahindra XUV500 W4,Mahindra,2016,16.0,33000,Diesel,965000.0
5137,Hyundai i10 Sportz,Hyundai,2015,20.36,20000,Petrol,375000.0
5141,Honda Jazz 1.2 SV,Honda,2016,18.7,22700,Petrol,555000.0
5142,Tata Safari Storme 2012-2015,Tata,2017,14.0,28000,Diesel,1091000.0
5147,Maruti Celerio ZXI,Maruti,2014,23.1,21701,Petrol,338000.0
5149,Hyundai i20 1.2 Spotz,Hyundai,2016,18.6,32450,Petrol,575000.0
5150,Renault KWID RXT,Renault,2016,25.17,12500,Petrol,275000.0
5151,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2019,17.9,20483,Diesel,3030000.0
5152,Ford Ecosport 1.5 DV5,Ford,2014,22.7,45800,Diesel,750000.0
5153,Hyundai i20 Asta 1.2,Hyundai,2015,18.6,35441,Petrol,687000.0
5159,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2017,17.9,39000,Diesel,2700000.0
5167,Maruti Alto 800 2016-2019,Maruti,2016,24.7,4000,Petrol,300000.0
5169,Hyundai EON D Lite,Hyundai,2016,21.1,29832,Petrol,329000.0
5174,Tata Zest Revotron 1.2T,Tata,2015,17.57,39208,Petrol,451999.99999999994
5175,Honda City i-VTEC VX,Honda,2013,17.4,38622,Petrol,626000.0
5176,Nissan Sunny 2011-2014 XV,Nissan,2016,16.95,18000,Petrol,750000.0
5178,Volkswagen Vento Petrol Highline,Volkswagen,2011,14.4,45000,Petrol,335000.0
5179,Hyundai Verna 1.6 SX,Hyundai,2014,15.74,48656,Petrol,550000.0
5183,Ford Endeavour 2.2 Titanium,Ford,2019,12.62,9000,Diesel,3290000.0
5186,Volkswagen Polo 1.5 TDI,Volkswagen,2014,20.14,46000,Diesel,590000.0
5188,Hyundai i20 Asta 1.2,Hyundai,2015,18.6,41000,Petrol,475000.0
5189,Maruti Alto K10 VXI,Maruti,2015,24.07,25000,Petrol,350000.0
5191,Maruti Celerio VXI AT,Maruti,2016,23.1,7100,Petrol,434999.99999999994
5192,Renault KWID Climber 1.0,Renault,2018,22.5,38171,Petrol,499000.0
5195,Volkswagen Polo Diesel Highline,Volkswagen,2017,22.07,26969,Diesel,690000.0
5197,Nissan Terrano XL Plus,Nissan,2014,20.45,40000,Diesel,575000.0
5199,Skoda Rapid 1.5 TDI,Skoda,2013,21.14,23000,Diesel,495000.0
5203,Volkswagen Vento 1.5 TDI,Volkswagen,2016,20.64,34000,Diesel,844999.9999999999
5205,Mahindra XUV500 W8 2WD,Mahindra,2012,15.1,48000,Diesel,650000.0
5206,Ford Ecosport 1.5 Ti,Ford,2015,15.8,28232,Petrol,772000.0
5209,BMW 3 Series 330d,BMW,2013,8.2,49000,Diesel,2900000.0
5210,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.47,22000,Petrol,411000.00000000006
5211,Hyundai i20 Magna Optional,Hyundai,2015,18.5,14925,Petrol,537000.0
5213,Honda City i VTEC,Honda,2015,17.4,23000,Petrol,700000.0
5226,Chevrolet Sail 1.2 LS,Chevrolet,2015,18.2,41000,Petrol,325000.0
5227,Hyundai Verna 1.6 SX,Hyundai,2012,22.32,45000,Diesel,625000.0
5229,Chevrolet Sail 1.2 LS,Chevrolet,2013,18.2,48000,Petrol,325000.0
5232,Ford EcoSport 1.5 Petrol,Ford,2017,17.0,21800,Petrol,875000.0
5233,Audi Q7 3.0 TDI,Audi,2014,12.07,45000,Diesel,3790000.0
5235,Hyundai i20 1.2 Asta,Hyundai,2014,17.0,41681,Petrol,455000.0
5237,Tata Indica V2 eLX,Tata,2017,25.0,49000,Diesel,160000.0
5238,BMW 5 Series 2010-2013,BMW,2012,16.2,40471,Diesel,2572000.0
5240,Ford Freestyle Titanium Plus,Ford,2018,19.0,1001,Petrol,723000.0
5241,Hyundai Verna XXi ABS,Hyundai,2008,13.9,38000,Petrol,260000.0
5243,Toyota Innova 2.5 G4,Toyota,2017,12.8,33901,Diesel,1429000.0
5250,Renault KWID RXT,Renault,2016,25.17,8554,Petrol,320000.0
5252,Maruti Alto K10 VXI,Maruti,2015,24.07,37929,Petrol,369000.0
5253,Tata Tiago 1.2 Revotron,Tata,2016,23.84,5400,Petrol,398000.0
5257,Volkswagen Ameo 1.2 MPI,Volkswagen,2017,17.0,14576,Petrol,669000.0
